Topic,Count,Name,Representation,Representative_Docs
55,459,55_pancakes_pancake_batter_griddle,"['pancakes', 'pancake', 'batter', 'griddle', 'bubbles', 'flip', 'syrup', 'milk', 'dry', 'whisk']","['Banana Hazelnut Pancake Skewers. 1. Preheat a large griddle on medium heat-mine was 325 F. Also, preheat an oven to 200 F, to keep cooked pancakes warm. 2. In a large food processor, place the vanilla, buttermilk, eggs, honey and coconut oil. On top of the wet ingredients, add the hazelnut meal, baking soda and salt. 3. Process until well combined, and a thick batter is formed. 4. Add in the the mashed banana, processing again until the banana is incorporated. 5. Drop pancake batter onto the heated griddle, leaving space between each and using a 1/2 tablespoon-size measuring spoon to measure. Slightly spread them out with a spoon, but you want to keep the pancakes small. 6. Cook until the outsides of the pancake are set and the underside is a deep golden brown, about 4-6 minutes. Gently flip and cook an additional 3-5 minutes on the other side. Remove the cooked pancakes to a baking tray. 7. Repeat until the batter is gone, storing any pancakes in the preheated oven to keep warm until ready to serve. 8. While the pancakes cook, you can make the chocolate sauce (this can also be made the day before). 9. In a small pot, heat the cream and the honey together until just boiling. 10. Remove from the heat and add in the chopped chocolate. 11. Let the mixture stand for 30 seconds, and then whisk until the the sauce is smooth and the chocolate is melted and mixed in. 12. To assemble the skewers: 13. Place one banana slice, one pancake, another banana, another pancake and then one more banana and pancake onto a skewer, leaving space at the bottom of the skewer as a handle. Repeat until all the pancakes are gone. 14. Serve with chocolate sauce. Notes: - I also tested this recipe on a regular pan on a stove top for you non-griddle owners, and medium heat was too hot. My stove top was best at medium low. - I knew the pancakes were ready to flip by gently lifting the corners, and when they moved around easily when lightly pushed with my flipper.', ""Classic Buttermilk Pancakes. Preheat oven to 200°F if you're going to serve pancakes when they're all cooked (see note). In a medium bowl, whisk together the flour, sugar, baking powder, baking soda and salt. Set aside. In a small bowl, whisk together buttermilk, sour cream and egg. Once cooled, whisk in the melted butter. Add the buttermilk mixture to the flour mixture and mix gently just until combined-the batter will be lumpy and it's fine if there are a few streaks of flour. (Avoid over-mixing or the pancakes won't be as tender.) Let the batter sit for at least 10 minutes. To cook the pancakes, heat griddle or a large non-stick pan over medium-low heat. Add a tablespoon of butter (or oil) to the pan. You can test to see if the pan is hot enough by adding a few drops of water, when the drops sizzle the pan is ready! Pour 1/4 cup of pancake batter into pan. Cook on the first side until bubbles form on top and start to pop. Flip the pancake over with a spatula and cook until golden brown. Repeat until all the batter is gone, adding more butter to the pan if necessary. If you want to serve all the pancakes together, add the cooked pancakes to the pre-heated oven on a parchment-lined baking sheet. Serve with the pancakes hot with maple syrup. Note: If you aren't going to serve the pancakes until you've cooked them all, preheat oven to 200°F and place pancakes on parchment paper on a baking sheet until you're ready."", 'Easy Buttermilk Pancakes. HEAT griddle or large skillet to medium-high heat (375°F). Spray lightly with no-stick cooking spray.* BEAT eggs in large bowl with fork or whisk. Add buttermilk and oil; mix well. Add all remaining ingredients; stir just until large lumps disappear. (For thicker pancakes, add additional flour; for thinner pancakes, add additional buttermilk.) POUR about 1/4 cup batter for each pancake onto hot griddle. Cook 1 to 2 minutes or until bubbles begin to break on surface. Turn; cook 1 to 2 minutes or until golden brown. Top with bananas, pecans and maple syrup or your favorite pancake toppings. APPLE PANCAKES: Add 1/2 cup shredded peeled apple and 1/2 teaspoon ground cinnamon to batter. BLUEBERRY PANCAKES: Add 1 cup fresh or frozen blueberries to batter. CHEESE PANCAKES: Add 1/2 cup shredded cheese to batter. NUT PANCAKES: Add 1/2 cup chopped nuts to batter.']"
56,455,56_pickles_cucumbers_jars_jar,"['pickles', 'cucumbers', 'jars', 'jar', 'vinegar', 'pickled', 'boil', 'water', 'seal', 'beets']","['Dill Pickles. Put dill in quart jars. Pack small cucumbers in jars. Boil brine and let stand a minute and then pour over pickles. Seal and process. Good and Hot!', 'Dill Pickles. Bring to boil. Pack pickles in jars as you slice. Put 1 head of dill in jar. Pour mixture over pickles and seal.', 'Grandma Yearwoods Sweet Iceberg Pickles. Mix 2 gallons water with the lime in a 3-gallon stockpot. Add the cucumbers, stir, and soak for 24 hours, stirring occasionally to redistribute the lime. Stir the pickles and drain the lime water. Replace the lime water with 2 gallons fresh water. Some lime will remain in the pickles at this point. Soak for 1 hour, then drain and replace with fresh water again. Continue soaking the pickles in fresh water and draining every hour until the pickles have soaked in fresh water for 4 hours. Drain again. In a separate large saucepan, mix the sugar and vinegar. Place the cloves, ginger, allspice, celery seed, and cinnamon on a square of cheesecloth and bring the sides in to make a small bag; tie it closed with cotton string or thread (see Notes, below). Bring the vinegar mixture to a boil and pour it (including the cheesecloth bundle) over the pickles. Bring the pickles and vinegar to a boil. Remove from the heat and let stand overnight. The next day, bring the pickles back to a boil and simmer for 1 hour. Wash and rinse 12 1-pint canning jars. Fill the jars with pickles and liquid, leaving 1/2 inch head space at the top of each jar. Wipe the edges of the jars and close with canning lids and rings, hand-tightening each. Seal the jars in a hot-water bath (instructions follow) or in a large pressure canner, following the manufacturers instructions. Place a wire rack with handles in the bottom of a large, deep pot with a lid. The rack will keep the jars off the bottom of the pot, and the handles make it easier to add and remove the jars. Fill the pot half full of water and bring to a boil. Lower the jars slowly and carefully into the water. The water should cover the jars by 1 inch. Add more boiling water if necessary to reach this level. Cover the pot and boil the jars for 30 minutes after the water has returned to a boil. Carefully remove the jars from the water and set aside to cool. The jar lids will pop and invert as they seal. When the jars are cool, remove the rings if the pickles are to be stored before use. The rings may rust during lengthy storage, making them difficult to remove. When the rings are removed, the jars should be wiped clean and handled in such a way as not to disturb the sealed lid. Lift by the sides or the glass rim only. Chill before serving. Store leftover pickles in the refrigerator. Five tablespoons mixed pickling spices may be used instead of the individual spices. You can find pickling lime in the canning section of a grocery store, or ask at your local farmers market. You can also order pickling lime at www.kitchenkrafts.com and www.canningpantry.com.']"
57,451,57_lasagna_noodles_sauce_mozzarella,"['lasagna', 'noodles', 'sauce', 'mozzarella', 'cheese', 'layer', 'ricotta', 'lasagne', 'parmesan', 'meat sauce']","['Easy Lasagna. Heat oven to 350°. In 3-quart saucepan, brown meat; drain. Add spaghetti sauce and water; simmer about 10 minutes. In bowl, stir together Ricotta, half the Mozzarella cheese, Parmesan cheese, eggs, salt and pepper. Pour 1 cup of sauce on bottom of 13 x 9 baking dish. Arrange 3 uncooked pasta pieces lengthwise over sauce; cover with 1 cup sauce. Spread half of the cheese filling over sauce. Repeat layers of lasagna, sauce and filling. Top with a layer of lasagna and remaining sauce. Sprinkle with remaining Mozzarella cheese. Cover with foil and bake 45 minutes. Remove foil and bake 15 more minutes. Let stand 10 minutes before cutting.', 'Lasagna from the kitchen of Bernie Knight. Brown ground beef, onions and garlic. Don\'t drain. Add tomatoes, tomato paste, salt, basil, oregano,& sugar. Simmer covered for 1 hour. Add browned sausage and butter last 15 minutes of simmer. Cook Lasagna noodles per package directions. Drain& rinse with cold water to stop cooking. Set noodles aside to cool. Blend 1/2 of mozzarella, Parmesan and parsley with cottage cheese. Build lasagna. Place 1/2 cup of sauce (not too many chunks) into bottom of 9""x 13"" baking dish. Place layer of 3 lasagna noodles on sauce. Spread 1/2 of cheese mixture and meat sauce on the layer of noodles. Repeat with one more layer. Reserve 2/3 cup of the meat sauce for the top. Sprinkle remaining mozzarella on top. Spray a piece of aluminum foil with some Pam and cover the dish. Bake at 350 for 30 minutes. Remove foil and bake another 15 minutes until lightly brown. Remove from oven and allow to set for at least 20 minutes before cutting.', ""Lasagna (Classic Mueller'S Recipe). Spread about 1 cup Prego sauce in bottom of lasagna pan. Boil noodles as directed (about 10 minutes). Remove from heat immediately and run cold water into pan so noodles won't overcook. While noodles are cooking, brown ground beef in large saucepan. Remove from heat and mix in remaining Prego. Set aside 1/2 cup of parmesan and 1/2 cup mozzarella cheese. Combine remaining parmesan and mozzarella with eggs, ricotta, and cottage cheese. Layer in lasaga pan: 1/3 of noodles, 1/3 meat sauce, and 1/2 cheese mixture. Repeat. Top with remaining 1/3 noodles, 1/3 meat sauce, and reserved mozzarella and parmesan. Cover with foil and bake at 350 degrees for 25 minutes. Remove foil and bake for another 15 minutes. Let stand 10 minutes before serving.""]"
58,451,58_dip_taco_chips_cheese,"['dip', 'taco', 'chips', 'cheese', 'tortilla chips', 'tortilla', 'serve', 'chili', 'serve tortilla', 'spread']","['Taco Nacho Dip. 1. Soften cream cheese & combine with sour cream & taco seasoning. Spread on the bottom of a plate. 2. Layer with salsa, shredded lettuce,& cheddar cheese. Garnish with chopped tomato & serve with tortilla chips.', 'Creamy Taco Dip. In a large bowl, beat cream cheese and sour cream until smooth. Stir in taco sauce and cumin; set aside. Spread the refried beans over the bottom on a serving platter or 13x9-in. dish. Spread cream cheese mixture over the beans, leaving about 1 in. uncovered around the edges. Top layer with lettuce, cheese, tomato, olives and chilies. Serve with tortilla chips.', 'Easy Taco Dip. Mix sour cream and taco seasoning. Add the olives, cheeses, tomato and onion. Serve with tortilla chips.']"
59,443,59_ham_ham cheese_glaze_rolls,"['ham', 'ham cheese', 'glaze', 'rolls', 'place ham', 'mustard', 'cheese', 'oven', 'bake', 'place']","['Country Ham. Wash ham, scrubbing thoroughly with a stiff brush; rinse well. Place ham in a very large container; cover with cold water. Soak overnight. Drain. Combine vinegar, 1 cup brown sugar, and molasses in a large mixing bowl. Place ham in a large roasting pan. Pour vinegar mixture over ham, and add enough cold water to cover ham. Cover and bake at 500° until vinegar mixture boils; reduce heat to 300°, and bake 2 1/2 hours, allowing 15 minutes per pound. Turn oven off, and allow ham to cool in oven overnight. Do not open oven door. Remove ham from pan; remove skin and discard. Place ham, fat side up, in a shallow roasting pan; sprinkle remaining brown sugar over ham. Bake at 325° for 30 minutes or until browned. Transfer to a serving platter. Cool completely. Cut into thin slices to serve. Note: Reserve remaining ham for other uses.', 'Pineapple-Glazed Ham. Remove skin and excess fat from ham. Score ham in a diamond design, and insert cloves at 1-inch intervals. Place ham in an aluminum foil-lined roasting pan. Stir together pineapple and next 4 ingredients; pour over ham. Cover and chill 8 hours. Bake ham at 350° for 2 hours, basting every 30 minutes.', 'Crack Ham. Preheat the oven to 400°. Rinse the ham and slice off the tough outer skin, taking care not to remove too much of the fat along with it. Score the ham, cutting long crisscrossing lines at least 1/4 inch deep and 1 inch apart all over. Place the ham in a heavy nonreactive (glass or stainless steel) roasting pan or baking dish and slowly pour 1/2 cup bourbon over the meat, letting it sink in as much as possible. Place the ham, uncovered, in the oven. In a saucepan, boil the orange juice until reduced by half. Remove from the heat and stir in the brown sugar, mustard, molasses and the remaining 11/2 cups of bourbon. After the ham has baked for about 45 minutes, remove it from the oven and cover with the glaze, making sure you get into all the crevices that have now opened up; pour the remaining glaze into the pan. Return the ham to the oven and bake for at least 11/2 hours longer, brushing it with glaze very 30 minutes or so (if the top of the ham begins to burn, cover it with aluminum foil). When the glaze is well-browned, remove the ham from the oven, place it on a serving platter and cover loosely with foil. Taste the juices from the roasting pan and season with salt if needed. Pour some of the sauce over the ham and place the rest in a serving bowl. Serve immediately, carving the ham at the table.']"
60,437,60_asparagus_add asparagus_spears_tender,"['asparagus', 'add asparagus', 'spears', 'tender', 'water', 'pepper', 'minutes', 'heat', 'cook', 'salt']","['Asparagus Caesar. Cook asparagus in a small amount of water 6-8 minutes or until crisp tender; drain. Place asparagus in a 12x8x2 baking dish. Combine butter and lemon juice; pour over asparagus. Sprinkle cheese and paprika over asparagus. Place under broiler until browned. Garnish with lemon, if desired.', 'Asparagus Cheese Soup For Two. In a small skillet, combine 1 cup water, bouillon, seasoned salt, lemon-pepper and white pepper. Add asparagus. Bring to a boil. Reduce heat; cover and simmer for 8-10 minutes or until asparagus is tender. Remove asparagus; cool slightly. Cut off several asparagus tips and set aside. Cut remaining asparagus into larger pieces. Place asparagus pieces and cooking liquid in a blender or food processor; cover and process until smooth. In a saucepan, combine asparagus mixture and remaining water; heat through. Reduce heat; stir in cheese just until melted. Garnish with bacon bits and reserved asparagus tips.', 'Asparagus-Mushroom Soup. *Can substitute 10 ounces frozen cut asparagus, thawed for fresh asparagus.']"
61,427,61_burgers_patties_burger_grill,"['burgers', 'patties', 'burger', 'grill', 'buns', 'patty', 'bun', 'hamburger', 'beef', 'meat']","[""The Pennsylvania Dutch Burger. Get your grill going. Get it going hot, you are going to be making some burgers here. In a medium bowl mix the ground beef, onion, salt and pepper. Form the mixture into 4 patties and set aside. Note: If you make a well in the center of your burger when you are forming the patty it will grill up to be a nice flat burger instead of a poofy hockey puck. Cook the bacon until crisp in a skillet. Set the bacon aside on a paper towel lined plate. Grill your burgers to your preference. I grill 4 minutes on the first side, then I flip the burgers and cook them on the second side for 3 minutes. Once the burgers have cooked for the 3 minutes I put the bacon and then the cheese on top of the burger. I let them cook for an additional minute until the cheese is melted. Remove the burgers from the grill. Assemble the burgers. Slather the bottom side of the pretzel roll with mustard. Top with the burger. Then put the zucchini slaw on the burger. Put the top of the pretzel roll on. Serve with a side of the zucchini slaw. Iced tea would go nicely here. Enjoy. Put the miracle whip, sugar, salt, apple cider vinegar, yellow mustard, and milk together in a bowl. Whisk to combine. It will look a little curdled, but it will smooth out. You want it to have the consistency of thick cream. If it is too thick add a little more milk to thin it out. Combine all of the vegetables and fruit into a bowl. Add the dressing. Fold everything together. Place in refrigerator until ready to serve. It is good right away if you're in a pinch but it's better after an hour of sitting in the refrigerator."", ""Stuffed Bacon-Cheddar Bbq Burger. Combine ground round, ground chuck, salt and pepper in a large bowl. In another bowl, combine the coarsely shredded sharp cheddar and cooked bacon pieces. Let bacon and cheese mixture sit at room temperature for about 20 minutes to get soft. Then, shape mixture into balls (for however many burgers you would like to make). Form 2 patties of meat and place one cheese/bacon ball in between them. Pinch the sides together to seal in cheese ball. Gently press formed patty, to spread out cheese ball. Continue until all patties are formed. Cook burgers on grill over medium flame for about 7 minutes on each side. While burgers are grilling, slice sweet Vidalia onions and saute them in a skillet with 1 tablespoon of butter. Once onions become translucent (about 4 minutes), add some sweet barbecue sauce. Flip burgers, and baste the cooked side of the patties with the same sweet barbecue sauce used in the onions. After about 7 minutes longer, the burger should be done (these are big thick burgers and may take longer to grill to your liking). Baste again with sweet barbecue sauce before removing from grill. Butter hamburger buns and place on top rack of grill for several minutes, until toasted. To build burger, take toasted bun, add patty, and top with smothered barbecue onions. You can add tomato or lettuce, if you'd like, but the flavors are great without them."", 'Grilled Veggie Bocaq Burgers. Cook boca burger patties to taste on the grill. Lightly toast hamburger buns on the grill. Assemble burgers with 2 tablespoons bbq sauce on each burger patty. Layer dill pickle slices on burger or eat on the side.']"
62,411,62_lamb_meat_chops_heat,"['lamb', 'meat', 'chops', 'heat', 'oil', 'cook', 'garlic', 'add', 'minutes', 'grill']","['Cider-House Lamb Stew. Trim fat from lamb, and cut lamb into 2-inch cubes. Combine lamb and 3 cups cider in a large zip-top plastic bag; seal and marinate in refrigerator 8 hours or overnight. Drain lamb, discarding marinade. Pat lamb dry with paper towels. Place flour in a large zip-top plastic bag. Place half of the lamb in bag, and seal bag, shaking to coat. Heat 1 tablespoon oil in a Dutch oven over medium-high heat; add lamb mixture, and cook for 5 minutes or until browned. Remove from pan. Add the remaining lamb to bag, and seal bag, shaking to coat. Repeat the procedure with 1 tablespoon oil and lamb. Heat pan coated with cooking spray over medium heat. Add onion and garlic; saute 6 minutes. Return lamb to pan; add 1 cup cider, broth, and next 6 ingredients (broth through cinnamon). Bring to a boil. Cover, reduce heat, and simmer 1 1/2 hours or until lamb is tender. Add potato and carrot; bring to a boil. Cover, reduce heat, and simmer 15 minutes. Stir in bell peppers; cook 5 minutes or until bell peppers are crisp-tender. Discard rind strips, bay leaves, and cinnamon stick.', 'Herb-Coated Lamb With Port-Red Wine Sauce. Make lamb:. Preheat oven to 350F Place bread on baking sheet. Bake until slightly dry, about 5 minutes. Cool. Combine bread and herbs in processor. Blend until bread forms crumbs. Transfer crumbs to bowl. (can be made 1 day ahead. Chill. ). Preheat oven to 425F Sprinkle lamb with salt and pepper. Heat oil in heavy large skillet over high heat. Add lamb and brown well, turning occasionally, about 10 minutes. transfer lamb to baking pan. Roast until meat thermometer inserted into center of lamb registers 130F for medium-rare, about 20 minutes. Let lamb cool 10 minutes. brush mustard all over lamb. Dredge in breadcrumbs, coating completely, Return lamb to baking pan, meant side up. Roast until crumb feel dry but are not colored, about 3 minutes. Let lamb rest 5 minutes at room temperature. Meanwhile, make sauce:. Boil wine and Port in large saucepan until reduced to 1/3 cup, about 25 minutes. Remove from heat. Add butter; whisk just until melted. Season with salt and pepper. If making, Spoon yams and apples into center of 4 plates. Cut lamb between bones into chops. Stand 3 to 4 chops (bones facing up)in yams. Arrange onion rings atop bones. Spoon sauce around yam; serve.', 'Cajun Lamb With Rice Recipe. Trim the lamb of any excess fat. Preheat oven to 350 degrees F. Mix together the spice mix ingredients, and rub over the lamb. Let stand for 15 min. Heat oil in a skillet. Sear the lamb till all sides are browned. Remove lamb to a roasting pan. Roast lamb for 35 to 40 min. While the lamb is cooking, add in onions and peppers to the skillet used for searing the lamb. Saute/fry till soft. Add in tomatoes, chicken stock, basil, lemon and chili pwdr. Bring to a boil and add in the rice. Reduce heat and simmer till liquid is absorbed. NOTES:* This is a spicy lamb dish which I picked up originally from a local newspaper. Yield: serves 2-3. * Often when boning a leg of lamb you end up with a very ragged piece of meat. Just chop it up into boxy pcs and use more spice mix to cover all the surfaces. You will be slicing up the roast before serving anyhow. Difficulty: easy. Time: 1 hour. Precision: measure the spices.']"
63,395,63_salsa_cilantro_tomatoes_salsa combine,"['salsa', 'cilantro', 'tomatoes', 'salsa combine', 'ingredients', 'chips', 'lime', 'processor', 'corn', 'lime juice']","['Avocado Salsa. Combine all diced vegetables in a large bowl. In a small bowl, whisk together oil and vinegar with garlic and cilantro. Add salt and pepper to the vinaigrette. Dress the salsa with vinaigrette and put it in the refrigerator to marinate. Use a slotted spoon to ladle the salsa into a serving dish.', 'Fresh Mango Salsa. In a serving bowl, combine the prepared mango, bell pepper, onion, and cilantro. Drizzle with the juice of one lime and mix well. Season to taste with salt. For best flavor, let the salsa rest for 10 minutes or longer.', 'Black Bean Salsa. Combine all ingredients and refrigerate. Serve with tortilla chips or on fajitas as a salsa. May also be served over lettuce as a Mexican salad.']"
64,373,64_enchiladas_tortillas_enchilada_tortilla,"['enchiladas', 'tortillas', 'enchilada', 'tortilla', 'cheese', 'sauce', 'chicken', 'seam', 'dish', 'cheese bake']","['Acapulco Enchiladas. Combine chicken, olives, almonds, and enough of the enchilada sauce to moisten (about 1/3 cup). Use tongs to dip the tortillas into medium-hot oil. Fry tortillas just a few seconds, until they bubble and are limp--do not fry crisp. Dip fried tortilla into heated enchilada sauce as soon as it comes out of the hot fat. A cake pan just larger than the tortilla is an ideal utensil. Lay sauce-dipped tortilla out on a board or pan. (This part of enchilada making is admittedly slightly messy, but well worth the trouble.) Generously spoon the chicken filling in the center of the tortilla. Turn tortilla over the filling, roll, and place (with the flap pointing down) in baking pan. Fry, dip, fill, and roll remaining tortillas. Ladle additional enchilada sauce over enchiladas and top with cheddar. Place enchiladas in a moderate oven (350°) for 15 to 20 minutes--or until thoroughly heated. Mix cold sour cream with onions and serve as a sauce. Note: Nutritional analysis is per serving.', 'Spicy Black Bean & Chicken Enchiladas. Heat oven to 375°F Combine chicken, chili powder and cumin in 10-inch skillet; stir in beans. Cook over medium-high heat, stirring occasionally, until mixture is heated through (2 to 3 minutes). Remove from heat; stir in 1/2 cup sour cream. To assemble each enchilada, spread 1 tablespoon enchilada sauce on tortilla. Place 1/2 cup bean mixture in center of tortilla; sprinkle with 1 tablespoon cheese. Roll up tortilla; place into greased 13x9-inch baking dish, seam-side down. Repeat with remaining tortillas. Pour remaining enchilada sauce over enchiladas. Cover with aluminum foil. Bake for 15 minutes or until heated through. Uncover; sprinkle with remaining cheese. Continue baking, uncovered, for 3 to 5 minutes or until cheese is melted. To serve, top each enchilada with dollop of remaining sour cream; sprinkle with green onions. Serve with chopped tomato and shredded lettuce, if desired.', 'Easy Chicken Enchiladas. Start off with your shredded chicken in a mixing bowl. Add all of the onion, approximately 1/3 of the enchilada sauce, and half of the shredded cheese to your chicken. Mix well. Pour just enough enchilada sauce into the bottom of your baking dish to leave a thin layer. Spread approximately 1 tsp of cream cheese onto a tortilla. Fill to desired amount with chicken mixture. Roll tortilla. Place in baking dish with the seam down so it does not unroll. repeat with tortillas until chicken mixture is gone, (approximately 16-18 enchiladas) Arrange as needed to fill the baking dish. Cover with remaining enchilada sauce and top with remaining shredded cheese. Bake at 350 for 45 minutes.']"
65,373,65_eggplant_slices_oil_minutes,"['eggplant', 'slices', 'oil', 'minutes', 'garlic', 'heat', 'salt', 'sauce', 'pepper', 'tomato']","['Eggplant And Tomato Casserole. Preheat the oven to 350 degrees F (175 degrees C). Season the eggplant slices with salt, and let stand for about 10 minutes. Drain off liquid. Heat 3 tablespoons of olive oil in a large skillet over medium-high heat. Quickly brown the eggplant slices on each side. Place a layer of the eggplant slices in an 8 inch square baking dish or casserole dish. Place some tomato slices over the eggplant, and then a few slices of onion. Repeat layers until you run out of eggplant. Pour balsamic vinegar over everything. In a small bowl, stir together the bread crumbs and remaining olive oil. Season with salt and pepper. Spread in a layer over the vegetables. Bake for 25 to 30 minutes in the preheated oven, until the top is golden brown and the eggplant is tender.', 'Shrimp-Stuffed Eggplant Rolls. Preheat an oven to 350 degrees F (175 degrees C). Grease a baking sheet. Peel 2 of the eggplants and cut lengthwise into 1/4-inch-thick slices. Dice the remaining eggplant and any scraps; soak the diced eggplant in lightly-salted, cold water. Sprinkle the eggplant slices with salt and set aside as you prepare the remaining ingredients. Pour 3/4 cup of seasoned breadcrumbs into a bowl; set aside. Stir together the flour, 1/2 teaspoon minced garlic, 1/2 teaspoon minced onion, 1/2 teaspoon garlic powder, 1/2 teaspoon onion powder, and 1/2 teaspoon basil in a bowl; set aside. Beat the egg with 2 tablespoons of water in a separate bowl. Rinse the salt off of the eggplant slices and wipe off excess water. Coat the eggplant slices in the flour mixture, dip into the egg, and press into the bread crumbs. Place the eggplant slices onto the prepared baking sheet. Bake in the preheated oven until the eggplant slices are golden brown and tender, about 10 minutes. Turn once as they cook to brown both sides; set aside and allow to cool until you can easily handle. Meanwhile, heat the olive oil in a large skillet over medium heat. Stir in 1 chopped onion and 1 1/2 tablespoons minced garlic; cook and stir until the onion is soft and translucent, about 5 minutes. Add the whole jumbo shrimp and cook until pink and no longer translucent in the center, about 5 minutes. Remove the shrimp and set aside. Stir the diced shrimp into the skillet and cook until no longer translucent. Season with 1 pinch garlic powder, 1 pinch onion powder, 1 teaspoon basil, red pepper flakes, and the white wine. Drain the water from the diced eggplant and squeeze out the excess water. Stir the eggplant into the shrimp mixture and bring to a boil. Reduce heat to medium, cover, and cook until the eggplant is soft, about 10 minutes; stir in the mozzarella cheese and 1/2 cup of bread crumbs until the cheese has melted. To assemble, place one jumbo shrimp onto the center of each eggplant slice. Spoon about 2 tablespoons of the stuffing over each jumbo shrimp. Fold the ends of the eggplant over the stuffing and secure with toothpicks. Place the eggplant rolls onto the baking sheet. Bake in the preheated oven until the eggplant rolls are hot in the center, about 5 minutes. Remove the toothpicks before serving.', ""Fried Eggplant Galatoire's. In a bowl toss eggplant with salt. Cover eggplant directly with a plate and weight with a 1-pound can. Let eggplant stand 1 hour, or until it gives off most of its liquid. Rinse eggplant and drain well. Pat eggplant very dry with paper towels and in a bowl dredge in flour, shaking off excess. In a 4- to 5-quart heavy saucepan heat 1 inch oil to 375F. on a deep-fat thermometer and fry eggplant in 3 or 4 batches, stirring gently, until golden brown. Transfer eggplant with slotted spoon to paper towels to drain. Serve eggplant hot with sugar for dipping.""]"
66,369,66_ribs_short_sauce_grill,"['ribs', 'short', 'sauce', 'grill', 'hours', 'meat', 'rub', 'pot', 'heat', 'rib']","[""American Kitchen Classic Smoker BBQ on a Charcoal Grill. Prepare your ribs as you wish. There are lots of recipes out on the net. Start with a clean grill. Remove the cooking grate and start the charcoal using a full charcoal chimney, which will light the perfect amount of charcoal. You will need enough charcoal to cover half the coal grate, about three layers thick (that's three layers of charcoal). Once the charcoal is lit, place one of the aluminum pans on the coal grate and pour the charcoal on the other side. Bend the aluminum pan to fit the grill shape to make it easier to work with. Add the wood to the charcoal. I suggest large wood chunks since it will take longer to burn and provides smoke as you need it. Return the cooking grate and place the second aluminum pan on it, directly over the charcoal. Fill with as much water as it can hold. The goal is to keep the grill at a temperature just above the boiling point of water (around 225 degrees F.) The water will steam away slowly and you shouldn't need to add more water, but keep an eye on it. With the grill set up, we can add the ribs. Space the ribs as well as you can. One tip to remember is to push the ends of the ribs together once on the grill. For baby back ribs, use a 3-1-1 method. This means three hours smoking, one hour cooking wrapped in foil, and then another hour unwrapped to finish off. For spare ribs, use a 3-2-1 method. You do not have to use this method and can simply grill the ribs unwrapped through the whole process. However, wrapping will steam the ribs and make them more tender. Because the heat is to one side of our cooking area, it will be important to rotate the ribs as they cook to keep the heat even. You should flip and switch the two racks cooking after 1 1/2 hours. If you do not wrap the ribs, continue flipping and switching them every 1 1/2 hours. Add more wood every hour - first hour and second hour and at the beginning of the last hour. If you do not wrap, add more every hour. After three hours on the grill, wrap the ribs lightly in aluminum foil. Keep the temperature steady during this cooking time. After the steaming phase, return unwrapped meat to grill. Now we get to the final phase of our barbecue ribs. 30 minutes into the final hour, it's time to slather on the barbecue sauce (if you intend to sauce your ribs). This should be done in thin layers. By layering on the sauce, you get a sticky surface to the ribs and not a thick wet coating. Start by putting a layer on the ribs, turn them over and coat the other side. Close the lid on your grill for about five minutes and repeat. I generally do this about 5 times. This final hour on the grill is going to give the ribs a drier surface so that you get some texture out of the bite. What you want to look for is how well cooked the ribs are. For this, use a meat thermometer (look for a temperature around 180 to 190 degrees F). Unfortunately, with ribs this can be a challenge. The bone will be a different temperature from the meat and to get an accurate read, you will need to check the meat without getting the thermometer too close to the bone. Another way to check for doneness is to lift the ribs in the middle. If the ends droop loosely down from the middle the ribs are done. This is an old pitmaster trick and if you keep it in mind when cooking ribs, you will get the hang of it and be able to tell when ribs are done by using this technique. Take the ribs off the grill, cover and allow to rest for 5 to 10 minutes. Then carve and serve."", 'Jamerican Ribs. Boil ribs in water for 40 minutes - 1 hr Mix all the Sauces together Marinade ribs for 4-8 hrs Grill Ribs for 20 -30 minutes Serve Immediately.', ""Kelly'S Barbecue Ribs. Mix all ingredients except ribs, salt and pepper.""]"
67,339,67_oatmeal_cookies_oats_cookie,"['oatmeal', 'cookies', 'oats', 'cookie', 'drop', 'vanilla', 'baking', 'sheet', 'cookie sheet', 'soda']","['Choc-Oat-Chip Cookies. Heat oven to 375°. Beat margarine and sugars until creamy. Add eggs, milk and vanilla; beat well. Add flour, baking soda and salt; mix well. Stir in oats, chocolate chips and nuts; mix well. Drop by rounded tablespoonfuls onto ungreased cookie sheet. Bake for 9 to 10 minutes for a chewy cookie; bake 12 to 13 minutes for crisp cookie at 375°. Cool 1 minute on cookie sheet. Remove to wire rack. Cool completely. Makes about 5 dozen.', 'Scotch-Oat-Chip Cookies. Heat oven to 375°. Beat margarine and sugars until creamy. Add eggs, milk and vanilla; beat well. Add flour, baking soda and salt; mix well. Stir in oats, butterscotch chips and nuts; mix well. Drop by rounded measuring tablespoonfuls onto ungreased cookie sheet. Bake 9 to 10 minutes for a chewy cookie or 12 to 13 minutes for a crisp cookie. Cool 1 minute on a cookie sheet; remove to wire rack. Cool completely. Makes about 5 dozen 2 1/2-inch cookies.', 'Chocolate Chip Oatmeal Cookies. Beat margarine and sugars until creamy. Add eggs, milk and vanilla; mix well. Add flour, baking soda and salt; mix well. Stir in oatmeal, chocolate chips and nuts. Drop by spoonfuls onto ungreased cookie sheet. Bake at 375° for 9 to 10 minutes for chewy cookies or 12 to 13 minutes for crisp cookies. Cool 1 minute on cookie sheet, then move to wire rack to cool completely. Makes approximately 5 dozen.']"
